content,label
"Setiap pengendara diwajibkan memasang tanda nomor  kendaraan bermotor ( TNKB) di bagian depan dan belakang kendaraannya yang terlihat secara kasat mata.Tanda tersebut berfungsi sebagai identifikasi kendaraan bahwa sudah legal secara hukum untuk beroperasi di jalan raya. Namun bagaimana jika terjadi suatu hal yang mengakibatkan TNKB atau  pelat nomor hilang?Kasi STNK Direktorat Lalu Lintas  Polda Metro Jaya Kompol Arif Fazlurrahman mengatakan, pemilik tidak perlu panik. Mereka hanya perlu melakukan beberapa tahap pengurusan di Samsat setempat.Baca juga: Mengenal Kembali Pelat Nomor Dewa di Jalan RayaISTIMEWA Tanda nomor kendaraan bermotor atau pelat nomor.""Pertama buat laporan polisi terkait kehilangan. Kemudian datangi Samsat tempat kendaraan tersebut terdaftar,"" katanya kepada Kompas.com beberapa waktu lalu.Di sana, pemohon akan diminta oleh petugas untuk menunjukkan KTP, STNK, BPKB, dan laporan polisi tersebut. Bila dinyatakan sudah lengkap, tanpa berlama-lama TNKB baru akan dicetak.Jangan lupa bahwa Anda juga harus membawa kendaraan terkait untuk dilakukan cek fisik (beberapa kasus).Baca juga: Ini Sanksi Buat Pengendara yang Tak Punya SIMKOMPAS.com/Alex Aden dan Melky Touring MotorPemohon akan dikenakan biaya pencetakan TNKB sesuai dengan regulasi pendapat negara bukan pajak (PNBP) yang tertuang dalam Peraturan Pemerintah (PP) Nomor 60 Tahun 2016 yakni Rp 60.000 untuk kendaraan beroda dua dan roda tiga, serta Rp 100.000 untuk kendaraan roda empat.Sementara bagi Anda yang ingin melakukan pergantian pelat nomor kendaraan karena rusak tahapannya tak jauh berbeda. Hanya saja tidak perlu surat keterangan kehilangan dari Polsek setempat. ",otomotif
"PT  Piaggio Indonesia kembali meluncurkan produk terbarunya. Tapi, kali ini dari merek Piaggio, yakni  skuter matik ( skutik) roda tiga  MP3 500 HPE Sport Advanced.Piaggio MP3 merupakan skutik roda tiga pertama di dunia, dengan dua roda di depan dan satu roda di belakang. Setelah beberapa tahun tidak mendapat penyegaran, akhirnya skutik ini tampil lebih segar.Baca juga: Piaggio Indonesia Luncurkan Vespa S 125 i-get, Dibanderol Rp 39 JutaSelain desain menarik dan lebih sporty, pada MP3 terbaru ini disematkan juga fitur keselamatan teratas, dan mesin yang canggih. HPE sendiri merupakan singkatan dari High Performance Engine.Piaggio Indonesia Piaggio MP3 500 HPE Sport AdvancedUntuk memudahkan pengendaranya, MP3 juga dilengkapi dengan gigi mundur untuk kenyamanan ekstra saat parkir di tempat yamg sempit. Pembaruan ini menjadikan Piaggio MP3 500 HPE Sport Advanced sebagai skuter roda tiga pertama di dunia dengan gigi mundur yang terpasang sebagai fitur standar.Marco Noto La Diega, Presiden Direktur PT  Piaggio Indonesia, mengatakan, kehadiran Piaggio MP3 500 HPE Sport Advanced adalah cara Piaggio untuk mengantarkan produk dengan performa berkualitas tinggi, kenyamanan berkendara, mobilitas premium dengan teknologi mutakhir, dan desain mewah ala Italia.Baca juga: Piaggio Ape, Motor Roda Tiga yang Sering Disangka Bajaj""Dengan menawarkan satu lagi yang pertama di dunia, yaitu gigi mundur canggih yang pernah diinjeksi pada sebuah skuter beroda tiga, memberikan pengendaranya kenyamanan yang belum pernah ada sebelumnya dan rasa yang eksklusif, menjadikannya sangat cocok untuk individu berkelas yang mencari petualangan dalam gaya paling canggih,"" kata Marco, dalam keterangan resminya.Piaggio MP3 500 HPE Sport Advanced baru tersedia dalam warna Oro Opaco (emas) dengan harga Rp 360 juta (OTR Jakarta). ",otomotif
" Marc Marquez masih kembali absen pada  MotoGP Catalunya. Namun, dirinya terlihat hadir di sirkuit.Marquez masih akan digantikan oleh test rider Honda, yaiti Stefan Bradl. Sementara pebalap asal Spanyol itu, masih belum tahu kapan akan kembali untuk balapan.Baca juga: Marc Marquez Datang ke Paddock Repsol Honda Jelang GP CatalunyaKehadirannya di sirkuit pun bukan untuk membahas persiapannya untuk musim ini, melainkan untuk musim depan.@marcmarquez93 Marc Marquez hadir di MotoGP CatalunyaMarquez mengatakan, kondisinya baik-baik saja. Bahkan, setiap hari Senin dia melakukan tes pada lengannya dan selalu hasilnya baik.""Saya datang ke sini untuk bertemu para teknisi Jepang dan mulai bekerja untuk 2021 dan mengulas tim saya. Secara lerlahan, semuanya menjadi lebih baik,"" ujar Marquez, dikutip dari GPone.com.Baca juga: Inkonsisten, Marquez Berharap Lebih dari Dovi dan QuartararoMarquez menambahkan, dirinya sangat ingin kembali balapan secepat mungkin. Namun, dia ingin melakukannya dengan sangat aman.Diprediksi Marquez akan kembali balapan di MotoGP Le Mans. Namun, balapan di MotoGP Aragon atau MotoGP Valencia juga bisa menjadi momen yang tepat, untuk sekaligus mempersiapkan tim untuk musim depan. ",otomotif
"Meski belum ada kepastian, tapi wacana  relaksasi pajak nol persen untuk  mobil baru yang diusulkan Kementerian Perindustrian (Kemenperin), diprediksi bakal menjadi ancaman untuk kelangsungan bisnis  mobil bekas.Pengamat Otomotif Bebin Djuana mengatakan, bila sampai terwujud, maka  pasar mobil bekas kemungkinan besar akan ""babak belur"".Hal tersebut diakibatkan calon konsumen beralih lebih memilih meminang mobil baru dengan harga murah serta kelebihan lainnya.Kompas.com/Dio Beragam pilihan mobil dari berbagai tahun tersedia di bursa mobil bekasMerana""Contoh saja, ketika kendaraan baru diberikan diskon oleh agen pemegang merek (APM), atau seperti sedang ada pemeran otomotif, pasar mobil bekas itu sudah goyang, apalagi dengan wacana ini yang katanya pajak mobil nol persen semua,"" ucap Bebin kepada Kompas.com, Jumat (25/9/2020).Baca juga: Komentar Pedagang Mobil Bekas Jika Pajak Mobil Baru Jadi Nol PersenMenurut Bebin, bila sampai kejadian atau pemerintah benar-benar memutuskan relaksasi sesuai usulan, maka dikhawatirkan bisnis mobil bekas akan merana.Karena biar bagaimana pun, pada sektor tersebut ada perputaran uangnya.Mobil88 Ilustrasi konsumen tengah memilih mobil bekas di shoroom Mobil88Tapi bila ternyata tidak sampai kejadian, atau skema stimulusnya berbeda, maka pasar mobil bekas cenderung aman.Menengah ke atasBahkan Bebin mengatakan di pasar mobil bekas, bila diperhatikan yang meningkat itu tidak untuk jenis mobil kelas bawah, melainkan menengah ke atas. ",otomotif
"Usulan  relaksasi mendongkrak penjualan  mobil baru melalui potongan pajak hingga nol persen yang diminta Menteri Perindustrian (Menperin) Agus Gumiwang Kartasasmita, hingga saat ini masih menjadi wacana lantaran tak ada kepastian.Di sisi lain, minat konsumen untuk membeli mobil dengan harga murah terlihat cukup besar. Salah satu indikasinya, berbagai artikel Kompas.com yang membahas soal hitungan model-model favorit mobil di pasar jika menikmati insentif ini tergolong besar.Dampak dari informasi yang sudah beredar luas tapi belum ada keputusannya tersebut, kini seakan menjadi bola panas bagi agen pemegang merek (APM). Pasalnya, banyak calon konsumen yang menunda beli mobil untuk menanti  stimulus, dengan harapan mendapatkan harga yang lebih murah.Lalu, apakah mungkin pemerintah bakal benar-benar memberikan relaksasi pajak hingga nol persen untuk mobil baru ?Baca juga: Rencana Relaksasi Pajak Mobil Baru, Bikin Konsumen Tunda Pembelian?Menyinggung hal tersebut, pengamat otomotif Bebin Djuana mengatakan, bila usulan tersebut agak tidak mungkin diwujudkan, apalagi bila semua pajak benar-benar dipangkas hingga nol persen.TAM Suasana booth Toyota di IIMS 2017.""Saya melihatnya rada mustahil, idenya bagus walaupun belum jelas. Ini yang akan dihapus apanya, kalau semua ya tidak mungkin lah, masa negara tidak terima apa-apa,"" kata Bebin kepada Kompas.com, Jumat (25/9/2020).Menurut Bebin, stimulus ini akan lebih masuk akal misalnya diarahkan ke pemerintah daerah (Pemda) atau provinsi (Pemprov). Konteksnya tentu berkaitan soal diskon perpajakan yang ada di Surat Tanda Kendaraan Bermotor (STNK) yang memang menyangkut pendapatan daerah.Tentu, secara nominal besaran potongannya akan bervariasi di tiap daerah, tergantung bagaimana kebijakan yang diambil oleh masing-masing kepala daerahnya.Baca juga: Bola Panas Wacana Relaksasi Pajak Nol Persen Mobil Baru""Cara itu justru lebih baik, tapi ya tetap tidak dipotong sampai nol juga, hanya diskon saja. Mengenai besaranya nantikan beda-beda, mungkin Jakarta kasih 30 persen, tapi di Jawa Tengah itu bisa 50 persen atau sebaliknya,"" ucap Bebein.KOMPAS.COM/KRISTIANTO PURNOMO Pengunjung menyaksikan pameran otomotif Telkomsel Indonesia International Motor Show (IIMS) 2019 di JIExpo Kemayoran, Jakarta Pusat, Jumat (26/4/2019). Pameran otomotif terbesar ini akan berlangsung hingga 5 Mei 2019 mandatang.""Dengan menjadi kewenangan daerah masalah penerapan waktu juga akan lebih fleksibel, tidak harus hanya tiga bulan. Contoh, mungkin ada daerah yang punya pertimbangan lebih hingga akhirnya menerapkan diskon sampai awal 2021 dan lain sebaginya,"" kata dia. ",otomotif
"CATALUNYA, KOMPAS.com -  Franco Morbidelli menjadi pebalap tercepat di sesi latihan bebas kedua (FP2) GP Catalunya, Spanyol. Pebalap Petronas Yamaha SRT itu mencatat waktu 1 menit 39.789 detik.Sebelumnya Morbidelli sudah memimpin di awal sesi dengan catatan waktu 1 menit 41.143 detik. Kemudian pebalap Italia itu memangkas sendiri waktunya jadi 1 menit 40.573 detik.Baca juga: Zarco dan Bagnaia Berebut Kursi Tim Pabrikan DucatiCatatan 1 menit 40.573 detik tersebut cukup lama bertengger di posisi atas dan tak tersentuh pebalap lain. Johann Zarco Di tengah sesi Morbidelli sempat terjatuh. Saat dia ingin kembali ke lintasan motornya mogok. Akhirnya pebalap Italia itu kembali ke paddock dan berganti motor.Baca juga: Marc Marquez Datang ke Paddock Repsol Honda Jelang GP CatalunyaPertarungan sengit baru terjadi di sisa lima menit akhir. Pertama Joan Mir mengambil alih dengan 1 menit 40.441 detik. Tapi kemudian disalip Brad Binder dengan waktu 1 menit 40.008 detik.Sampai akhirnya di lap akhir Morbidelli kembali dan mencatat waktu tercepat. Posisi pertama Morbidelli disusul Johann Zarco dan Binder di posisi kedua dan ketiga.Sial buat Fabio Quartararo, pebalap Perancis itu hanya berhasil mencatat waktu diurutan ke-14. Jauh berbeda saat di FP1 sebagai yang tercepat.Hasil FP2 GP Catalunya1 Franco Morbidelli ITA Petronas Yamaha (YZR-M1)2 Johann Zarco FRA Reale Avintia Ducati (GP19)3 Brad Binder RSA Red Bull KTM Factory (RC16)4 Maverick Viñales SPA Monster Yamaha (YZR-M1)5 Takaaki Nakagami JPN LCR Honda (RC213V)6 Joan Mir SPA Suzuki Ecstar (GSX-RR)7 Pol Espargaro SPA Red Bull KTM Factory (RC16)8 Alex Marquez SPA Repsol Honda (RC213V)9 Valentino Rossi ITA Monster Yamaha (YZR-M1)10 Alex Rins SPA Suzuki Ecstar (GSX-RR)11 Jack Miller AUS Pramac Ducati (GP20)12 Cal Crutchlow GBR LCR Honda (RC213V)13 Aleix Espargaro ITA Factory Aprilia Gresini (RS-GP)14 Fabio Quartararo FRA Petronas Yamaha (YZR-M1)15 Iker Lecuona SPA Red Bull KTM Tech3 (RC16)16 Miguel Oliveira POR Red Bull KTM Tech3 (RC16)17 Bradley Smith GBR Factory Aprilia Gresini (RS-GP)18 Andrea Dovizioso ITA Ducati Team (GP20)19 Stefan Bradl GER Repsol Honda (RC213V)20 Tito Rabat SPA Reale Avintia Ducati (GP19)21 Danilo Petrucci ITA Ducati Team (GP20) ",otomotif
"Para pengguna mobil tentu menginginkan kendaraannya selalu dalam kondisi prima agar aktivitas tidak terganggu karena adanya masalah tertentu.Namun seiring dengan penggunaan, tak jarang mobil mengaami kerusakan yang tidak diprediksi sebelumnya. Sebagai contoh, bocornya oli transmisi pada mobil matik.""Penyebabnya beragam, baik dari kerusakan saluran fluida, pelat transmisi, hingga penggunaan. Hal ini harus segera diatasi karena jika abai oli bisa berkurang dan berdampak pada komponen penting lainnya,"" kata Training Department Section Head PT Astra  Daihatsu Motor (ADM) Aji Prima Barus belum lama ini.Baca juga: PSBB Diperpanjang, Mobil Parkir Lama Apa Perlu Cabut Aki?http://palumbosautomotive.com/ Ilustrasi filter oli mobilMenurut Aji, ada dua cara yang bisa dilakukan untuk melakukan pengecekkan kebocoran ini. Pertama, menggunakan dipstick oli transmisi matik yang biasanya telah tersedia di mobil.Dipstick merupakan batang besi berbentuk pipih, yang dicelupkan ke lokasi penyimpanan  oli mobil. Alat ini merupakan bagian dari mobil yang sudah disediakan oleh produsen.Pada dipstick, biasanya terdapat tulisan Hot (H) dan Cool (C). Jika mesin mobil sudah dipanaskan namun oli transmisi berada di bawah C, berarti volume oli transmisi berkurang.""Penggunaan dipstick cukup mudah, tidak perlu keahlian khusus. Pemilik mobil hanya perlu membuka kap mesin dan melihatnya,"" ujar Aji.Baca juga: Pahami Lagi Arti Huruf E pada Indikator Bahan Bakarwww.automobilexyz.com Dipstick oli pada mesin mobilCara kedua yang bisa digunakan adalah melihat bagian kolong mobil.Bila oli transmisi matik ada kebocoran maka bisa dilihat di lantai terdapat tetesan oli.Oli transmisi yang bocor biasanya akan menetes pada lantai sehingga bisa dilihat saat memindahkan mobil usai diparkirkan cukup lama.""Bisa juga melihat di sekeliling bagian mesin dan transmisi, kalau ada rembesan oli berarti oli memang bocor,"" kata Aji lagi.Lebih lanjut, pemilik segera hubungi diler resmi terdekat jika terjadi hal-hal yang janggal pada kendaraannya agar tidak timbul masalah yang lebih besar di kemudian hari. ",otomotif
"CATALUNYA, KOMPAS.com - Siapa yang akan menjadi tandem Jack Miller di tim pabrikan  Ducati Corse musim depan masih misteri. Dua nama mengerucut yaitu  Johann Zarco dan Francesco Bagnaia.Pihak Ducati tutup mulut soal keputusan tim. para pebalap juga tidak jauh berbeda. Hanya saja ketimbang Bagnaia, Zarco yeng terlihat lebih bersemangat jika menyangkut nasib musim depan.Baca juga: Marc Marquez Datang ke Paddock Repsol Honda Jelang GP CatalunyaPecco panggilan Bagnaia mengatakan dirinya juga tidak tahu apa-apa mengenai rumors atau keputusan Ducati. Dia hanya ingin fokus balapan mengejar podium sehingga hasil yang bicara dengan sendirinya.AFP/JAVIER SORIANO  Francesco Bagnaia dan Valentino Rossi.""Ducati yang harus bicara itu (soal pengangkatan pebalap). Saya bukan orang yang tepat untuk bicara hal itu. Saat ini saya tidak bisa bilang apapun karena saya juga tidak tahu apapun,"" katanya mengutip GPOne, Jumat (25/9/2020).""Saya juga harus menunggu, sama seperti kalian semua. Saya hanya bersyukur dan senang bahwa saya bisa tampil kencang di Misano. Sebab saya tahu saya bisa kencang dan hasilnya bakal datang,"" katanya.Baca juga: Kontrak di Petronas Yamaha Hanya Satu Tahun, Rossi Sempat MarahAFP/JAVIER SORIANO Pebalap Esponsorama Racing, Johann Zarco.Adapun Zarco memang terang-terangan mengincar kursi tim pabrikan Ducati. Hanya saja kendalanya cuma satu, dia harus menang atau podium agar dilirik oleh Ducati Sporting Director, Paolo Ciabatti dan jajarannya.""Apakah masih ada kesempatan saya ke tim pabrikan? Jika saya menang iya! Kenapa tidak? Di banyak kasus, apapun keputusan Ducati, di 2021 saya akan mendapat motor pabrikan,"" katanya. ",otomotif
"ILLINOIS, KOMPAS.com -  Motor jadul memang menawan. Hal itu yang kemudian membuat Tony Prust memutuskan memberi napas baru buat  motor trail klasik Hodaka Wombat 125 produksi 1973 miliknya.Nama Hodaka mungkin asing di telinga. Wajar sebab masa hidup merek ini tidak lama eksis sekitar 1964-1978. Hodaka sendiri merupakan merek join venture antara perusahaan Jepang dan Amerika.Foto: Bikeexif Hodaka Wombat 125“Saya selalu suka merek Hodaka, dan ketika saya memiliki kesempatan untuk membeli beberapa Hodaka dalam pertemuan pertukaran beberapa tahun yang lalu, saya mengambilnya,” katanya mengutip Bikeexif, Jumat (25/9/2020).Baca juga: Modifikasi Vespa S 150 Gading Marten, Elegan dan Bertenaga“Hodaka selalu memiliki nama yang keren, Road Toad, Dirt Squirt, Wombat, Combat Wombat, Super Rat dan lainnya. Tidak ada yang punya nama sekeren itu,"" katanya.Foto: Bikeexif Hodaka Wombat 125Punggawa Analog Motorcycles itu mengatakan motornya dia beli dalam keadaan rusak parah. Karena itu meski motornya terkesan standaran sebetulnya sudah mengalami modifikasi yang cukup banyak.Hal pertama yang dilakukan ialah mengganti suspensi depan dengan milik Yamaha SR500 yang dijejali per Race Tech. Sedangkan suspensi belakang diambil dari punya Royal Enfield yang diambil dari sisa  motor custom lain.Baca juga: Modifikasi Honda C70, Menyusut dan Bermesin GandaFoto: Bikeexif Hodaka Wombat 125Teromol depan pakai punya motor Kawasaki klasik. Sedangkan hub belakang milik asli Wombat 125.Urusan bodi, Tony mengganti tangki dengan replika. Tangki di krom untuk mengesankan sisi klasik. Jok juga custom simpel elegan dengan tulisan Hodaka warna biru di bagian belakang.Melengkapi tangki, Tony sepatbor krom depan belakang dan tatakan pelat nomor. Plate number itu jadi rumah bagi headlamp LED proyektor Denali D4 dan stoplamp buatan Analog. ",otomotif
"JAKARTA, KOMPAS,com - Kementerian Energi dan Sumber Daya Mineral (ESDM) memperkenalkan Stasiun Penukaran Baterai  Kendaraan Listrik Umum ( SPBKLU) kepada masyarakat, Senin (31/8/2020).Langkah ini dilakukan dalam upaya mendukung program pemerintah atas percepatan program  kendaraan bermotor berbasis listrik di Indonesia, sesuai Peraturan Presiden Nomor 55 Tahun 2019.""Untuk pertama kalinya kami memperkenalkan keberadaan percontohan SPBKLU di kantor Ditjen Ketenagalistrikan. Sebagai tahap awal, perangkat ini hanya digunakan untuk sepeda motor listrik,"" ujar Direktur Jenderal Ketenagalistrikan  Kementerian ESDM, Rida Mulyana belum lama ini.Baca juga: Aturan Modifikasi Motor Konvensional Jadi Motor Listrik Segera TerbitKatros Garage Motor listrik custom flat track futuristis karya Universitas Budi Luhur dan Katros Garage.Rida menyampaikan, terobosan SPBKLU merupakan turunan dari amanat PP yang secara khusus tertulis di Peraturan Menteri ESDM Nomor 13 Tahun 2020 tentang Penyediaan Infrastruktur Pengisian Listrik untuk  Kendaraan Bermotor Listrik Berbasis Baterai.PT Perusahaan Listrik Negara (PLN), lanjut Rida, dapat bekerjasama dengan badan usaha lainnya untuk membangun SPBKLU dan Stasiun Pengisian Kendaraan Listrik Umum (SPKLU).“Hari ini kita tidak hanya memperkenalkan apa sih swap (penukaran baterai) ini. Tapi saya ingin kemukakan bahwa dengan kolaborasi dan kerja sama antarpihak yang terkait, baik kami di pemerintahan, PLN selaku operator penyedia listrik, serta pihak yang bergerak di bidang penyewaan baterainya, rasanya (pertumbuhan SPBKLU) bisa lebih cepat,” ujar Rida.Baca juga: Terkenal Mahal, Berapa Harga Pasaran Mobil Hybrid Bekas?Grab Motor listrik GrabBikeAdapun target untuk pembangunan SPBKLU sendiri, sebagaimana peta jalan Kementerian ESDM hingga 2030, mampu mencapai 22.500 unit dari 4.000-an unit di tahun ini.""Kalau kita ihat dari roadmap tahun 2020-2030, kita inginkan ada peningkatan investasi sekitar Rp 309 miliar di 2020 menjadi 12 triliun pada sepuluh tahun setelahnya untuk membangun 7.000-an SPKLU,"" kata Direktur Pembinaan Pengusahaan Ketenagalistrikan Kementrian ESDM Hendra Iswahyudi.""Sentara untuk swap baterai yang bisa dilakukan di SPBKLU diperkirakan meningkat hingga 22.500 unit dari 4.000-an unit,” lanjut dia. ",otomotif
"JAKARTA, KOMPAS.com – Seperti kendaraan yang diproduksi massal,  bus buatan dari  karoseri juga dilakukan  tes jalan atau  road test sebelum diambil operator bus.  Tes ini dilakukan agar bus sudah dalam kondisi sempurna, tanpa kendala. Road test ini dilakukan oleh karoseri yang membuat bodi bus. Lalu apa saja yang dilakukan pada bus saat sedang melakukan road test?Export Manager karoseri Laksana, Werry Yulianto mengatakan, road test dilakukan untuk mengecek segala sistem yang terpasang di bodi bus.Baca juga: Wacana Relaksasi Pajak Mobil Baru, Harga Honda Jazz Jadi Setara Mobil MurahInstagram/newarmada.official Bus AKAP “Pertama cek kondisi mesin, AC sudah sesuai pendinginannya sudah sesuai, interior dan eksterior apakah ada bunyi asing atau sesuatu yang belum sempurna,” kata Werry kepada Kompas.com, Jumat (25/9/2020).Selain itu, road test juga mengecek fungsi seperti pintu, lampu luar, lampu kabin, wiper, indikator-indikator di speedometer dan sistem hiburan, memastikan semua bekerja dengan baik. Karena, bisa saja ada pemasangan yang belum pas.“Bunyi-bunyi bisa terdengar karena pemasangan jok yang terlalu dekat dengan dinding, perlu disetel ulang. Pemasangan tutup bagasi yang kurang kencang juga bisa menimbulkan suara yang asing,” ucap Werry.Baca juga: Benarkah Putar Setir Sampai Mentok Bikin Power Steering Cepat Rusak?Ketika tes jalan juga akan terlihat baut-baut yang kendur karena getaran. Jadi harus dipastikan ulang, baut-baut sudah terpasang dengan baik. Biasanya pengetesan ini bisa satu sampai dua kali agar mendapatkan hasil yang baik.Untuk  pengecekan bagian mesin, ada teknisi khusus dari ATPM sasisnya. Prosesnya bisa perwakilan ATPM yang datang ke karoseri atau bisa juga bus yang sudah beres dibawa ke diler resmi untuk dilakukan pengecekan. ",otomotif
"Berbagai aspek pada mobil patut diperhatikan dan dipersiapkan untuk menyambut musim penghujan di Tanah Air. Hal ini dilakukan agar kendaraan selalu dalam keadaan prima ketika hendak digunakan.Dalam keterangan tertulisnya, Aftersales Division Head  Auto2000 Ricky Martawijaya menyatakan bahwa persiapan tersebut tidak sukar untuk dilakukan oleh pemilik karena cukup sederhana.""Pertama adalah periksa karet wiper. Sederhana saja, tapi kalau sampai ini bermasalah akan mengganggu penglihatan saat digunakan sehingga sangat berbahaya,"" katanya, Minggu (27/9/2020).Baca juga: DnZ Wheels, Pelek Buatan Indonesia Berkualitas InternasionalAuto2000 Ilustrasi servis di Bengkel Auto2000Bagi pemilik mobil keluarga seperti Toyota Avanza dan Toyota Sienta, lanjut Ricky, patut juga untuk melakukan pengecekkan pada wiper belakang. Pasalnya, bagian itu sering terlewatkan alhasil membuat permasalahan tersendiri di kemudian hari.""Periksa juga air pembersih kaca dan jangan sampai kosong karena akan menyulitkan saat kaca kotor,"" ujar Ricky lagi.Kemudian perhatikan seluruh lampu, mulai dari lampu utama, sein, lampu kabut, hingga lampu belakang, agar tidak ada yang mati. Jika ada yang bermasalah, segera hubungi diler resmi langganan atau terdekat.Saat hujan turun, sistem kelistrikan mobil akan bekerja keras karena seluruh perangkat listrik aktif beroperasi. Maka, cek kondisi aki mobil menjadi penting, apakah masih layak pakai atau tidak.Baca juga: Mengemudi Sambil Main Ponsel Sama Seperti Berkendara Menutup Matawww.reifen.de Ilustrasi aquaplaning""Potensi kecelakaan sangat besar ketika ban mobil tidak dalam kondisi prima. Perhatikan tingkat keausan telapak ban dengan berpedoman pada Tire Wear Indicator (TWI) yang ada di alur ban mobil,"" ujarnya.""Tingkat keausan ban yang tidak merata menandakan ada masalah di kaki-kaki mobil. Periksa pula tekanan angin ban supaya sesuai dengan standarnya. Sembari itu, tidak ada salahnya memeriksa sistem kemudi dan suspensi agar mobil dapat melaju dengan baik di genangan air,"" tambah Ricky.Jangan lupakan rem mobil. Kondisi jalan yang licin membuat rem mobil bekerja lebih keras. Pastikan rem berfungsi baik dengan memeriksa kampas rem dan mengisi tabung minyak rem sesuai takaran.Adapun untuk memastikan kenyamanan berkemudi tetap terjaga, jangan lupa juga untuk melakukan pengecekan terhadap AC. Pastikan fitur ini berfungsi baik dan dingin. Embusan AC yang tidak dingin akan membuat kaca depan mobil berembun dan mengganggu visibilitas.Baca juga: PSBB Diperpanjang, Mobil Parkir Lama Apa Perlu Cabut Aki? Ilustrasi teknisi Auto2000Dalam upaya mempersiapkan kondisi mobil menyambut musim penghujan, Auto2000 juga menggelar suatu program yang dapat dinikmati lewat Auto2000 Digiroom. ",otomotif
"Saat ini sudah banyak masyarakat yang mahir mengendarai mobil atau motor, namun tidak sedikit dari mereka yang kurang paham aturan lalu lintas ketika berkendara. Salah satunya contohnya adalah rambu-rambu lalu lintas yang sering diabaikan.Kasus yang kerap kali terjadi adalah pengemudi yang tidak mengetahui aturan main  parkir yang benar. Biasanya pelanggar akan dikenakan sanksi berupa tilang dan diderek saja. Namun, pada beberapa kasus hal tersebut bisa menyebabkan kecelakaan fatal.Aturan ini sebetulnya sudah tertuang pada Undang-undang Lalu Lintas dan Angkutan Jalan (UU LLAJ) Nomor 22 tahun 2009, di dalam Nomor 15 berbunyi “ Parkir adalah keadaan kendaraan berhenti atau tidak bergerak untuk beberapa saat, dan ditinggalkan pengemudinya”.Baca juga: Perjalanan Valentino Rossi dari Tahun 2000 Sampai Petronas Yamaha SRTMasih dalam undang-undang yang sama, tercantum pada bagian kedua paragraf 7 pasal 120 yang berbunyi: “Parkir kendaraan di jalan dilakukan secara sejajar atau membentuk sudut menurut arah lalu lintas,”KOMPAS.com/ RYANA ARYADITA UMASUGI  Trotoar di Kalimalang, Bekasi dijadikan sebagai tempat parkir mobil, Selasa (4/9/2018)Untuk keselamatan dan kenyamanaN seluruh pengguna jalan, setidaknya ada 13 area terlarang untuk  parkir mobil berdasarkan peraturan Pemerintah Nomor 79 tahun 2013 tentang Jaringan Lalu Lintas dan Angkutan Jalan.1. Tempat penyeberangan pejalan kaki atau tempat penyeberangan sepeda yang telah ditentukan2. Jalur khusus pejalan kaki3. Jalur khusus sepeda4. Tikungan5. Jembatan6. Terowongan7. Tempat yang mendekati perlintasan sebidang8. Tempat yang mendekati persimpangan/kaki persimpangan9. Muka pintu keluar masuk pekarangan/pusat kegiatan10. Tempat yang dapat menutupi rambu atau alat pemberi isyarat lalu lintas12. Berdekatan dengan keran pemadam kebakaran atau sumber air untuk pemadam kebakaran13. Pada ruas dengan tingkat kemacetan tinggi.Baca juga: Satu Tim, Morbidelli Tak Bakal Ngalah dengan RossiSanksiSementara, jika pemilik mobil masih melanggar aturan tersebut akan ditindak berdasarkan Perda Nomor 5 Tahun 2014, yang berisi:a. Penguncian ban Kendaaan bermotor;b. Pemindahan kendaraan dengan cara penderekan ke fasilitas parkir yang sudah ditetapkan atau ke tempat penyimpanan kendaraan bermotor yang disediakan oleh Pemerintah Daerahc. Pencabutan pentil ban kendaraan bermotorTidak hanya itu, pada pasal 287 UU LLAJ 22/2009 ayat 3, bagi pelanggar tata cara parkir dipidana kurungan paling lama 1 bulan atau denda paling banyak Rp 250.000. ",otomotif
